EC,SA,taxa difference,comment
3.4.19.1,402,6," substrate: formyl-Ala-Ala-Ala, pH 5.4, 85°C <63>) <63>"
3.4.19.1,77.3,6," substrate: formyl-Ala-Ala-Ala-Ala-Ala-Ala, pH 5.4,"
3.4.19.1,66.8,6," substrate: formyl-Met-Ala-Ala-Ala-Ala-Ala, pH 5.4,"
3.4.19.1,1388,6," substrate: formyl-Met-Ala-Ser, pH 5.4, 85°C <63>)"
3.4.19.1,344,6," substrate: acetyl-Met-Ala, pH 5.4, 85°C <63>) <63>"
3.4.19.1,7060,6," substrate: acetyl-Ala-Ala, pH 5.4, 85°C,"
3.4.19.1,17026,6," substrate: formyl-Met-Ala-Ser, pH 5.4, 85°C,"
3.4.19.1,7064,6," substrate: formyl-Met-Leu-Gly, pH 5.4, 85°C,"
3.4.19.1,5363,6," substrate: formyl-Ala-Ala-Ala, pH 5.4, 85°C,"
3.4.25.1,0.016,6, 0.016 <6>
3.5.1.14,11.7,6, activity of the tetramer toward
3.5.1.14,9.4,6, activity of the dimer toward
3.5.1.32,120,6, purified recombinant wild-type enzyme <6>) <6>
3.5.1.9,42,6, purified recombinant wild-type enzyme <24>) <24>
3.5.4.9,1.04,6," source liver <12>) <11,12>"
3.5.5.1,1.66,6, 1.66 <19>
3.6.5.4,0.012,6, intrinsic GTPase activity <44>) <44>
4.1.1.15,2.57,6, 2.57 <15>
4.1.1.20,0.209,6, 0.209 <19>
4.1.1.48,2.3,6," 2.3 <15,26>"
4.1.1.50,1.3,6, without activator <47>) <47>
4.1.1.50,26,6, plus 2 mM PMW-2000-11-13-5 <47>) <47>
4.1.1.50,79,6, plus 2 mM putrescine <47>) <47>
4.1.1.50,8,6,
4.1.1.50,46,6, plus 2 mM YZ-33-046 <47>) <47>
4.1.1.50,19,6, pus 2 mM YZ-33-050C <47>) <47>
4.1.2.4,56,6, crude extract <45>) <45>
4.1.2.4,137,6, 2.4fold purified enzyme <45>) <45>
4.6.1.1,0.000094,6, recombinant TczAC activity in membrane extracts
5.3.1.5,204,6," pH 7.5, 70°C <81>) <81>"
5.3.1.5,20.2,6, 20.2 <10>
5.3.1.9,140,6," purified enzyme, substrate fructose 6-phosphate,"
6.2.1.3,8.7,6," isoform Facl2, using palmitate as substrate, at pH 7.5"
6.2.1.3,2.8,6," isoform Facl1, using caproate as substrate, at pH 7.5"
6.3.4.3,200,6, 200.0 <8>
7.2.2.3,0.088,6, 0.088 <12>
1.1.1.100,0.0197,7, 0.0197 <2>
1.1.1.100,0.0189,7, 0.0189 <8>
1.1.1.40,0.2,7, leaf enzyme under salt stress after 24 h <51>) <51>
1.1.1.40,0.16,7, root enzyme under salt stress after 24 h <51>) <51>
1.1.1.40,36.6,7," 60°C, pH 8.0 <48>) <48>"
1.1.1.47,0.18,7, beta-D-glucose as substrate and L-arabinose as
1.1.1.47,0.55,7, beta-D-glucose as the sole carbon source and
1.1.1.47,0.38,7, beta-D-glucose as the sole carbon source and a mixture
1.1.1.47,0.31,7, beta-D-glucose as substrate and D-galactose as carbon
1.1.1.47,0.22,7, beta-D-glucose as substrate and D-cellobiose as carbon
1.1.1.47,0.6,7, beta-D-glucose as the sole carbon source and D-mannose
1.1.1.47,0.26,7, beta-D-glucose as substrate and D-mannose as carbon
1.1.1.47,0.62,7, beta-D-glucose as the sole carbon source and D-maltose
1.1.1.47,0.37,7, beta-D-glucose as substrate and D-xylose as carbon
1.1.1.47,0.36,7, beta-D-glucose as substrate and a mixture of
1.1.1.47,0.78,7, beta-D-glucose as the sole carbon source and D-xylose
1.1.1.47,0.28,7, beta-D-glucose as substrate and D-maltose as carbon
1.1.1.47,0.91,7, beta-D-glucose as the sole carbon source and
1.1.1.47,0.83,7, beta-D-glucose as the sole carbon source and
1.11.1.21,0.45,7," peroxidase activity from crude extract, in 50 mM"
1.11.1.21,23.3,7," peroxidase activity after 3.17fold purification, in 50"
1.11.1.21,2375,7, catalase activity after heat treatment of the crude
1.11.1.21,6922,7," catalase activity after 2.91fold purification, in 50"
1.11.1.9,42.2,7," isoform Gpx2, pH 7.0, 25°C <147>) <147>"
1.11.1.9,56.3,7," isoform Gpx1, pH 7.0, 25°C <147>) <147>"
1.14.13.2,0.281,7," at pH 7.5, temperature not specified in the"
1.17.3.2,51082.2,7," purified native enzyme, pH 7.6, 37°C <163>) <163>"
1.3.3.3,0.00925,7," unpurified enzyme, at pH 7.6 and 25°C <79>) <79>"
1.3.3.3,0.08483,7," purified enzyme, at pH 7.6 and 25°C <79>) <79>"
1.3.3.6,1.7,7," crude extract, at 37°C <49>)"
1.3.3.6,60.9,7," purified recombinant enzyme,"
2.1.2.1,7.9,7, serine synthesis <17>) <17>
2.3.1.20,2.63,7, 2.63 <32>
2.3.1.20,3.3,7, 3.3 <31>
2.3.1.6,73,7," 73.0 <6,21>"
2.4.1.1,0.0044,7," pH 7.0, 37°C, activity in undialyzed cell extracts"
2.4.1.10,731,7, purified enzyme <6>) <6>
2.4.2.8,1.8,7, purified recombinant enzyme <52>) <52>
2.5.1.48,0.403,7," 25°C, pH 9.0 <46>) <46>"
2.6.1.2,89.5,7," pH 7.4, 25°C <29>) <29>"
2.7.1.19,0.029,7, crude extract <51>) <51>
2.7.3.2,36.2,7, wild-type <99>) <99>
2.7.4.3,32,7," pH 8.7, 25°C, ATP production <24>) <24>"
2.7.7.23,2.6,7," N-acetyl-alpha-D-glucosamine 1-phosphate substrate, pH"
2.7.7.23,2,7," N-acetyl-alpha-D-glucosamine 1-phosphate substrate, pH"
2.7.7.23,2.2,7," N-acetyl-alpha-D-glucosamine 1-phosphate substrate, pH"
2.7.7.23,6.42,7," pH 7.5, 80°C, substrates: UTP +"
2.7.7.23,16.34,7," pH 7.5, 80°C, substrates: diphosphate +"
2.7.7.7,0.12,7, 0.12 <57>
2.8.1.7,3.6,7," substrate L-cysteine sulfinic acid, pH 8.0, 37°C"
2.8.1.7,56.5,7,
2.8.1.7,38.6,7,
2.8.2.1,0.0117,7," SULT1A1, untreated male and female rat striata <72>)"
2.8.2.1,0.0199,7," SULT1A1, estradiol-treated male and female rat"
3.1.1.6,0.8,7, 0.8 <14>
3.1.3.18,0.94,7, p-nitrophenyl phosphate <20>) <20>
3.1.3.18,19.82,7, phosphoglycolate
3.1.3.18,11.55,7, diphosphate <20>) <20>
3.1.3.5,35.8,7, 35.8 <46>
3.1.3.5,4.33,7," 37°C, pH 7.0 <83>) <83>"
3.1.4.37,2.36,7," +/- 0.10, 2,3-cGMP <50>) <50>"
3.1.4.37,5.8,7," +/- 0.47, CDP <50>) <50>"
3.1.4.37,4.03,7," +/- 0.20, CTP <50>) <50>"
3.1.4.37,3.71,7," +/- 0.17, 2-CMP <50>) <50>"
3.1.4.37,17.9,7," +/- 0.6, NADP <50>) <50>"
3.1.4.37,1.49,7," +/- 0.08, ADP <50>) <50>"
3.1.4.37,12.4,7," +/- 0.34, p-nitrophenyl phosphate <50>) <50>"
3.1.4.37,4.53,7," +/- 0.14, ATP <50>) <50>"
3.1.4.37,3.01,7," +/- 0.06, diphosphate <50>) <50>"
3.1.4.37,3.21,7," +/- 0.1, 2,3-cAMP <50>) <50>"
3.2.1.139,2.8,7, after 41.5fold purification <31>) <31>
3.2.1.139,0.07,7, crude extract <31>) <31>
3.2.1.151,19,7, substrate: xyloglucan <1>) <1>
3.2.1.24,5.5,7, 5.5 <22>
3.2.1.31,0.19,7, purified isozyme II <56>) <56>
3.2.1.31,0.137,7, purified isozyme I <56>) <56>
3.2.1.51,0.033,7," substrate antigen H type II trisaccharide, pH 7.0,"
3.2.1.51,0.072,7," substrate 2-fucosyllactitol, pH 7.0, 37°C <90>) <90>"
3.2.1.51,0.032,7," substrate alpha-L-Fuc-(1-4)-D-GlcNAc, pH 7.0, 37°C"
3.2.1.51,0.132,7," substrate antigen H disaccharide, pH 7.0, 37°C"
3.2.1.51,27.5,7," substrate alpha-L-Fuc-(1-3)-D-GlcNAc, pH 7.0, 37°C"
3.2.1.51,110,7, 110.0 <20>
3.2.1.51,2.58,7, 2.58 <23>
3.2.1.67,0.08,7, 0.08 <5>
3.2.1.67,4.74,7, 4.74 <10>
3.2.1.91,0.114,7, CBH II <14>) <14>
3.2.1.91,0.151,7, CBH I <14>) <14>
3.5.1.28,0.0000046,7, 4.6e-06 <41>
3.5.1.6,0.282,7," purified recombinant detagged wild-type enzyme, pH and"
3.5.4.1,2.3,7, 2.3 <18>
4.1.3.1,8.8,7, 8.8 <5>
4.1.3.1,9.9,7, 9.9 <6>
4.2.1.51,3100,7, strain WSH-Z06 (pAP-B) <47>) <47>
4.2.1.51,18000,7, strain WSH-Z06 (pAP-B03) <47>) <47>
4.2.1.51,18600,7, strain WSH-Z06 (pAP-B01) <47>) <47>
4.3.1.17,0.034,7," liver, diet Ile <48>) <48>"
4.3.1.17,0.0008,7," kidney, diet Ile"
4.3.1.17,0.0006,7," kidney, diet Leu"
4.3.1.17,0.0365,7," liver, diet 10% casein <48>) <48>"
4.3.1.17,0.1262,7," liver, diet 20% casein <48>) <48>"
4.3.1.17,0.1419,7," liver, diet Leu <48>) <48>"
4.3.1.17,0.0416,7," liver, diet Val <48>) <48>"
6.2.1.5,10,7, 10.0 <14>
1.1.1.22,0.00299,10, 0.00299 <27>
1.1.1.244,0.01,10, recombinant wild-type Mdh1 in Escherichia coli
1.1.1.284,8.7,10, 8.7 <20>
1.1.1.284,47.9,10," 47.9 <12,30>"
1.1.1.284,38.3,10, 38.3 <7>
1.1.1.36,1.23,10," enzyme from recombinant strain, monitored at 340 nm by"
1.1.1.42,0.3,10, enzyme extract of cells in exponential growth phase
1.1.1.42,0.24,10, enzyme extract of cells in stationary growth phase
1.1.1.42,0.26,10, enzyme extract of cells in growth phase with acid
1.1.1.42,202.2,10, 202.2 <30>
1.1.1.6,220,10," cell free extract, recombinant strain"
1.1.1.6,4.7,10," wild type,"
1.1.99.18,10,10, 10.0 <60>
1.1.99.18,10.7,10, 10.7 <56>
1.1.99.18,3.1,10," after 15.5fold purification, in 100 mM sodium acetate"
1.1.99.18,5.73,10, 5.73 <59>
1.1.99.18,7.4,10, after 21.2fold
1.1.99.18,0.2,10," culture supernatant, in 100 mM sodium acetate buffer,"
1.11.1.1,0.000012,10, with FAD <22>) <22>
1.12.7.2,19.8,10," hydrogen oxidation, benzyl viologen as electron"
1.13.11.27,10.6,10," pH 7.0, 25°C <33>) <33>"
1.13.11.3,0.113,10, activity in E. coli cell extracts expressing the
1.13.11.3,0.46,10, enzyme activity in cell extracts <31>) <31>
1.13.11.5,0.625,10, 0.625 <6>
1.14.14.32,0.0000375,10," H295R cell assay, pH and temperature not specified"
1.14.16.1,0.69,10," wild type enzyme, at 30°C, using L-tryptophan as"
1.14.16.1,3.37,10," wild type enzyme, at 30°C, using L-phenylalanine as"
1.14.16.1,0.347,10," wild type enzyme, at 30°C, using"
1.17.4.1,0.1,10, 0.1 <70>
1.2.1.59,0.06,10," 50°C, pH not specified in the publication, reduction"
1.2.1.59,0.019,10," 50°C, pH not specified in the publication, cofactor:"
1.2.1.59,0.035,10," 50°C, pH not specified in the publication, reduction"
1.2.1.59,0.009,10," 50°C, pH not specified in the publication, cofactor:"
1.2.1.9,0.008,10," growth stage: just before the cessation of growth,"
1.2.1.9,0.028,10," strain 12IU1p, energy substrate glucose, microM NADP+"
1.2.1.9,0.011,10," growth stage: later log growth, microM NADP+ reduced"
1.2.1.9,0.039,10," recombinant GAPN overexpression strain 12U1gapN-1,"
1.2.1.9,0.033,10," strain 12U1, energy substrate glucose, microM NADP+"
1.2.1.9,0.016,10," strain 12U1, energy substrate lactose, microM NADP+"
1.2.1.9,0.032,10," growth stage: middle log growth, microM NADP+ reduced"
1.2.1.9,0.001,10," growth stage: growth cessation, microM NADP+ reduced"
1.2.1.9,0.014,10," strain 12U1-ccpA-, energy substrate glucose, microM"
1.2.1.9,0.065,10," recombinant GAPN overexpression strain 12U1gapN-2,"
1.2.1.9,0.015,10," strain 12U1-ccpA-, energy"
1.2.3.1,1.8,10, 1667fold purified enzyme <90>) <90>
1.2.3.1,1.08,10, liver homogenate <90>) <90>
1.3.1.31,20,10, (E)-2-methylbutenoate <5>) <5>
1.3.1.31,10.6,10, 10.6 <7>
1.5.1.23,463,10, 463.0 <5>
1.6.5.11,1213,10, 1213.0 <24>
1.6.5.2,2.8,10, 2.8 <6>
1.6.5.4,0.00345,10," presence of glutathione, pH 7.0, temperature not"
1.7.1.2,0.0000013,10," crude extract, using FMNH as electron donor, in 50"
1.7.1.2,0.000117,10," crude extract, using NADPH as electron donor, in"
1.7.1.2,0.455,10," after 2481.9fold purification, using NADH as electron"
1.7.1.2,0.000184,10," crude extract, using NADH as electron donor, in 0.1"
1.7.1.2,0.0000167,10," crude extract, using methyl viologen as electron"
1.7.1.6,10.8,10," purified enzyme, pH 7.1 with"
1.7.2.2,27,10," purified recombinant MBP-tagged wild-type enzyme,"
1.7.2.2,0.03,10," purified recombinant MBP-tagged wild-type enzyme,"
1.7.2.2,68,10," purified recombinant MBP-tagged wild-type enzyme,"
1.8.4.12,4.2,10," recombinant wild-type MsrA/MsrB, cosubstrate"
1.8.4.12,3,10," recombinant wild-type MsrB domain, cosubstrate"
1.8.4.12,12,10," recombinant wild-type MsrB domain, cosubstrate"
1.8.4.12,170,10," recombinant wild-type MsrA/MsrB, cosubstrate"
1.8.4.12,0.085,10," purified recombinant CBS-1, substrate L-methionine"
2.3.3.8,26.7,10, 26.7 <29>
2.4.2.1,0.0179,10," 80°C, production of hypoxanthine <85>) <85>"
2.4.2.3,2.75,10," substrate uridine, pH 7.5 <61>) <61>"
2.4.2.3,1.44,10," substrate deoxyuridine, pH 6.5 <61>) <61>"
2.5.1.19,7.24,10," +/-0.16 micromol/min/mg, full-length G2 EPSPS, maximum"
2.5.1.19,4.48,10," +/-0.79 micromol/min/mg, reconstituted G2-EPSPS (by"
2.5.1.19,7.12,10," +/-0.13 micromol/min/mg, full-length G2 EPSPS, mean"
2.5.1.19,4.761,10," +/-0.92 micromol/min/mg, reconstituted G2-EPSPS (by"
2.5.1.29,13.8,10, 13.8 <25>
2.5.1.46,0.0000096,10, low specific activity of DHS34 could be due to the
2.5.1.47,5,10, wild type <113>) <113>
2.5.1.6,4.3,10," pH 8.0, 80°C <103>) <103>"
2.5.1.9,0.266,10, purified enzyme <1>) <1>
2.7.1.21,0.089,10, 0.089 <52>
2.7.1.21,0.014,10, 0.014 <6>
2.7.1.21,0.13,10, 0.13 <13>
2.7.1.21,0.46,10, 0.46 <49>
2.7.1.23,0.233,10, 0.233 <2>
2.7.2.8,44.05,10," purified recominant wild-type enzyme, pH 8.5, 30°C"
2.7.4.1,0.13,10, polyphosphate kinase activity in crude extracts
2.7.7.27,0.287,10, strain ATCC 274 <23>) <23>
2.7.7.27,0.125,10, strain ATCC 15365 <23>) <23>
2.7.7.27,134,10, 134.0 <12>
2.7.7.41,2.4,10, substrate 1-stearoyl-2-arachidonoyl-sn-phosphatidic
3.1.1.20,135,10, 5 step purification <6>) <6>
3.1.1.20,2.7,10," fermented broth, in 0.2 M acetate buffer, pH 5.5, at"
3.1.1.20,6.3,10," 2.33fold purified enzyme, in 0.2 M acetate buffer, pH"
3.1.1.26,1.25,10, cv. Aga <2>) <2>
3.1.1.26,0.71,10, cvs. Afus and Remik <2>) <2>
3.1.27.3,2350,10," purified recombinant enzyme, pH 7.5, 37°C <79>) <79>"
3.1.3.48,0.084,10," isoform SynPPP1, pH 7.5, 37°C <96>) <96>"
3.1.3.48,0.066,10," isoform SynPPM3, pH 7.5, 37°C <96>) <96>"
3.1.4.41,56.8,10, isoform 1 <26>) <26>
3.1.4.41,228.2,10, isoform 2 <26>) <26>
3.2.1.10,4.5,10, with isomaltose as substrate <15>) <15>
3.2.1.207,4.65,10," recombinant enzyme, pH 6,5, 37°C, substrate"
3.2.1.35,7.47,10, 7.47 <14>
3.2.1.35,0.08,10," pH 3.5, 37°C <104>) <104>"
3.2.1.41,16.5,10," 16.5 <16,17,18>"
3.2.1.65,37.9,10," crude recombinant enzyme, pH 6.5, 50°C, substrate"
3.2.1.65,987,10," purified recombinant enzyme, pH 6.5, 50°C, substrate"
3.2.1.81,1600,10, purified refolded AgaB <43>) <43>
3.2.1.99,0.13,10," sugar beet arabinan as substrate, in 50 mM sodium"
3.2.1.99,71.69,10," with debranched 1,5-alpha-L-arabinan as"
3.2.1.99,64.52,10," with linear 1,5-alpha-L-arabinan as substrate,"
3.4.13.9,2355,10," purified recombinant enzyme, 100°C, substrate"
3.4.14.5,20.2,10, 20.2 <59>
3.4.21.102,0.000007,10," purified recombinant CtpA, substrates P-24 or F-24"
3.4.21.62,510,10, subtilisin-like serine protease <139>) <139>
3.4.21.62,3100,10, subtilisin <139>) <139>
3.4.23.5,1.113,10, after 123.16fold purification with 9.3% enzyme
3.4.23.5,0.00903,10," enzyme from supernatant, pH and temperature not"
3.5.1.24,30,10," pH 6.0, 37 °C <11>) <11>"
3.5.1.24,7904,10, purified native enzyme from strain KL515 <18>) <18>
3.5.2.2,10.9,10, isopropylhydantoin as substrate <32>) <32>
3.5.2.2,91.6,10, hydroxyphenylhydantoin as substrate <32>) <32>
3.5.2.2,27.5,10, dihydrouracil as substrate <32>) <32>
3.5.2.2,101.5,10, hydantoin as substrate <32>) <32>
3.5.2.2,236.9,10, phenylhydantoin as substrate <32>) <32>
3.5.2.2,461,10, 461.0 <32>
3.5.3.12,0.058,10," strain FA-1, 250 mM galactose + 10 mM agmatine"
3.5.3.12,0.17,10," strain UA159, 25 mM sorbitol + 10 mM agmatine <23>) <23>"
3.5.3.12,0.078,10," strain GS-5, 25 mM galactose + 10 mM agmatine <23>)"
3.5.3.12,0.4762,10," strain UA159, 25 mM galactose + 10 mM agmatine <23>)"
3.5.4.6,1000,10, 1000.0 <38>
3.6.1.1,7.75,10, lung stage L3 cultured for 5 days <80>) <80>
3.6.1.1,940,10, purified recombinant His-tagged enzyme <80>) <80>
3.6.1.1,2.7,10," isoform 1 <55>) <4,55>"
3.6.1.9,13,10, 13.0 <2>
3.6.1.9,9.1,10, 9.1 <31>
3.6.1.9,4.7,10, 4.7 <5>
3.6.1.9,411,10, phosphodiesterase activity <3>) <3>
3.6.1.9,145,10, 145.0 <25>
3.6.1.9,151,10, 151.0 <30>
3.6.3.8,0.0241,10," recombinant wild type enzyme, in the presence of"
3.6.3.8,0.1181,10," recombinant wild type enzyme, in the presence of Ca2+"
3.6.4.10,0.00086,10," purified recombinant enzyme, pH 7.5, 37°C <114>)"
3.6.4.9,0.059,10, at 25°C <20>) <20>
3.8.1.5,2.4,10," pH 8.6, 37°C, purified"
3.8.1.5,0.76,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.06,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.31,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,14.05,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.084,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.018,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,1.48,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.012,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.34,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,10.3,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,1.11,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,3.54,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,8.3,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.024,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.92,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.28,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,7.48,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,5.33,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,3.04,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.864,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,3.63,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,4.51,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,9.92,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,3.88,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,14.16,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,12.66,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.702,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,0.862,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,11.53,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,15.13,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,8.14,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,24.05,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,14.44,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,13.54,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
3.8.1.5,26.48,10," pH 8.6, 37°C, purified recombinant enzyme, substrate"
4.1.1.1,181,10, 181.0 <3>
4.1.1.1,120,10, 120.0 <39>
4.1.1.1,75.4,10, purified native isozyme <76>) <76>
4.1.1.1,3.8,10," purified enzyme, pH 8.4, 80°C <116>) <116>"
4.1.1.12,0.06,10," recombinant wild-type enzyme, aminotransferase activity"
4.1.1.12,280,10," purified recombinant enzyme, pH 5.0, 37°C <22>) <22>"
4.1.1.12,128.8,10," recombinant wild-type enzyme, 4-decarboxylation"
4.1.1.22,143,10, purified recombinant enzyme <58>) <58>
4.1.3.6,0.025,10, H2 and CO2 as growth substrates <28>) <28>
4.1.3.6,0.003,10, tryptone and yeast extract as growth substrates <28>)
4.1.3.6,0.009,10," H2, acetate and yeast extract as growth substrates"
4.2.2.11,1401,10," pH 7.5, 30°C <21>) <21>"
4.2.2.2,0.14,10, 0.14 <94>
4.2.3.3,6000,10, 6000.0 <28>
4.4.1.1,11.5,10, substrate cystathionine <33>) <33>
5.3.1.6,187,10," cell lysate, at 50°C and pH 7.0 <57>) <57>"
5.3.1.6,290,10," after purification, at 50°C and pH 7.0 <57>) <57>"
6.3.2.4,0.2,10," substrate glycine, 60°C <37>) <37>"
6.3.2.4,1.6,10," substrate D-cysteine, 60°C <37>) <37>"
6.3.2.4,0.88,10," substrate D-serine, 60°C <37>) <37>"
6.3.2.4,0.12,10," substrate D-threonine, 60°C <37>) <37>"
6.3.2.4,5.5,10," substrate D-alanine, 60°C <37>) <37>"
6.3.2.4,0.071,10," substrate beta-alanine, 60°C <37>) <37>"
6.3.4.16,0.077,10," carbamoyl phosphate synthetase reaction rate, at pH"
6.3.4.16,0.00452,10," ATP synthetase reverse reaction rate, at pH 8.0 and"
6.3.4.4,1144,10, 1144.0 <59>
6.4.1.2,3.5,10," purified cytosolic enzyme from strain Notts A1, pH"
6.4.1.2,41.3,10," purified cytosolic enzyme from strain Rothamsted, pH"
6.4.1.2,52.4,10," purified plastidic enzyme from strain Notts A1, pH 8.0,"
6.4.1.2,154.9,10," purified plastidic enzyme from strain Rothamsted, pH"
6.4.1.2,24.9,10," purified cytosolic enzyme, pH 8.0, 30°C <62>) <62>"
6.4.1.2,184.2,10," purified plastidic enzyme, pH 8.0, 30°C <62>) <62>"
7.1.1.2,4.1,10," in 20 mM MOPS containing 50 mM KCl at pH 7.4, using"
7.1.1.2,64,10, NADH:hexamineruthenium(III)-chloride oxidoreductase
7.1.1.2,23,10," wild type enzyme, NADH-dependent activity of complex 1"
7.1.1.2,0.84,10," wild type enzyme, using hexamineruthenium(III)-chloride"
7.1.1.2,5.5,10," wild type enzyme, NADH-dependent activity of complex 1"
7.1.1.2,39.1,10," in 20 mM MOPS containing 50 mM KCl at pH 7.4, using"
7.1.1.2,4.8,10," in 20 mM MOPS containing 50 mM KCl at pH 7.4, using"
1.1.1.195,0.0014,14," substrate coniferyl aldehyde, recombinant enzyme"
1.1.1.195,0.0036,14," substrate sinapyl aldehyde, recombinant enzyme"
1.1.1.205,1.1,14, purified enzyme <33>) <33>
1.1.1.28,0.15,14," in vivo activity, crude enzyme, cells grown with or"
1.1.1.307,20.3,14," wild-type, substrate NADPH, pH 6.5, 35°C <31>) <31>"
1.1.1.307,6.6,14," wild-type, substrate NADH, pH 6.5, 35°C <31>) <31>"
1.1.1.307,1.11,14, recombinant strains harboring genes xyl1 and mutated
1.1.1.95,0.495,14," wild type enzyme, at pH 9.0 and 25°C <62>) <62>"
1.11.1.14,3.68,14, after DEAE-cellulose chromatogrphy <35>) <35>
1.2.1.88,0.151,14," embryo, 24 days after oviposition <26>) <26>"
1.2.1.88,0.223,14, larvae <26>) <26>
1.2.1.88,9.75,14, purified enzyme <26>) <26>
2.2.1.1,4.3,14, 4.3 <95>
2.2.1.1,0.77,14, crude extract with 4 mg/l added thiamine <95>) <95>
2.4.1.21,65.47,14, 65.47 <29>
2.6.1.42,11.1,14," pH 7.4, 37°C <59>) <59>"
2.7.2.1,19.6,14, isoenzyme AK-II <32>) <32>
2.7.2.1,24,14, 24.0 <22>
2.7.2.1,28.3,14, isoenzyme AK-I <32>) <32>
2.7.7.6,0.6,14, 0.6 <18>
2.7.7.8,39.6,14, 39.6 <7>
3.1.2.2,90,14, 90.0 <54>
3.1.4.35,1.44,14, partially purified PDE5 from NG108-15 neuroblastoma
3.1.4.35,0.00061,14, partially purified PDE5 from N18TG2 neuroblastoma
3.2.2.7,500,14, 500.0 <18>
3.4.22.1,1.19,14," crude extract, at pH 5.5 and 45°C <220>) <220>"
3.4.22.1,96.7,14," after 81.26fold purification, at pH 5.5 and 45°C"
3.5.2.5,1.3,14," Ni2+-activated enzyme, pH 8.0, 25°C <38>) <38>"
3.5.2.5,2.6,14," Zn2+-activated enzyme, pH 8.0, 25°C <38>) <38>"
3.5.2.5,8,14," Co2+-activated enzyme, pH 8.0, 25°C <38>) <38>"
3.5.2.5,88.2,14," Mn2+-activated enzyme, pH 8.0, 25°C <38>) <38>"
3.5.3.6,25.5,14, PEG-modified enzyme <40>) <40>
3.5.3.6,33.6,14, 33.6 <25>
3.5.3.6,44.5,14, purified native enzyme <40>) <40>
3.5.3.6,32.7,14, purified recombinant enzyme <40>) <40>
4.2.1.3,2.126,14, isoenzyme Aco II <26>) <26>
4.2.1.3,2.214,14, isoenzyme Aco I <26>) <26>
5.3.3.2,52,14," isoenzyme type II, isopentenyl diphosphate, pH 7.0, 37"
5.4.2.12,0.24,14, 0.24 <22>
5.4.99.5,121,14, 121.0 <8>
5.4.99.5,300,14, 300.0 <23>
6.1.1.4,1.17,14, 1.17 <60>
6.1.1.4,0.047,14," purified recombinant wild-type enzyme, with substrate"
6.1.1.4,0.235,14," purified recombinant wild-type enzyme, with substrate"
7.6.2.2,0.4,14," 22°C, pH 7.4 <107>) <107>"
2.4.1.13,0.01,15," crude extract, recombinant enzyme in Escherichia"
2.4.1.13,0.3,15," crude extract, recombinant enzyme in Saccharomyces"
