EC	modelRxn	kcat_1/sec	KeggID		Commentary	Organism	LigandStructureID	literature	EC_KeggID	tax_dist
2.7.4.3		783	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild-type, at 20&Acirc&degC, in methanol-free buffer, 20 mM triethanolamine, pH 7.5, 0.1 M potassium acetate, and 1 mM free Mg2+	Homo sapiens	8	642564	2.7.4.3C00008	19
3.6.1.15		0.0051	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	pH 7.0, 22&degC, recombinant wild-type enzyme	Homo sapiens	8	688347	3.6.1.15C00008	19
6.4.1.2	ACoAC_h	0.155	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	in 50 mM HEPES (pH 7.5), 2.0 mM MgCl2, 2.0 mM ATP, 2.0 mM potassium citrate, 12.5 mM sodium bicarbonate, 1 mg/ml bovine serum albumin, and 0.005 mM acetyl-CoA, at 25&Acirc&degC	Homo sapiens	7	676983	6.4.1.2C00002	19
2.7.1.15		7.3	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type, presence of Mn2+, pH 7.2, 37&degC	Homo sapiens	7	737810	2.7.1.15C00002	19
2.7.1.15		9.8	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type, presence of Mg2+, pH 7.2, 37&degC	Homo sapiens	7	737810	2.7.1.15C00002	19
6.3.5.4		1.6	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 8, reaction with NH3, C-terminally tagged recombinant enzyme	Homo sapiens	7	660816	6.3.5.4C00002	19
6.3.5.4		1.7	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 8, reaction with glutamine, C-terminally tagged recombinant enzyme	Homo sapiens	7	660816	6.3.5.4C00002	19
2.7.4.3		0.0063	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild type enzyme CINAP, in 100 mM Tris-HCl, pH 7.5, 60 mM KCl, temperature not specified in the publication	Homo sapiens	7	723742	2.7.4.3C00002	19
2.7.4.3		152	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	allelozyme AK1*2	Homo sapiens	7	642562	2.7.4.3C00002	19
2.7.4.3		683	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	allelozyme AK1*2	Homo sapiens	7	642564	2.7.4.3C00002	19
2.7.4.3		879	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type, 37&Acirc&degC, pH 8.0	Homo sapiens	7	673478	2.7.4.3C00002	19
2.7.4.3		879.5	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type, 37&Acirc&degC	Homo sapiens	7	673478	2.7.4.3C00002	19
3.6.1.15		0.0086	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.0, 22&degC, recombinant wild-type enzyme	Homo sapiens	7	688347	3.6.1.15C00002	19
3.3.1.1		0.79	C00021	cpd:C00021   S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine	recombinant wild type enzyme, at pH 7.2 and 37&degC	Homo sapiens	34	732154	3.3.1.1C00021	19
2.6.1.42		17	C00041	cpd:C00041   L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine	TAT-peptide fusion protein, pH 7.4, 25&degC	Homo sapiens	97	738424	2.6.1.42C00041	19
2.6.1.42		50	C00041	cpd:C00041   L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine	wild-type, pH 7.4, 25&degC	Homo sapiens	97	738424	2.6.1.42C00041	19
2.6.1.42		340	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	wild type enzyme	Homo sapiens	32	674728	2.6.1.42C00026	19
1.1.1.95		0.078	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	at pH 7.6 and 37&Acirc&degC	Homo sapiens	32	737315	1.1.1.95C00026	19
6.3.5.4		1.8	C00014 	cpd:C00014   Ammonia; NH3	pH 8, C-terminally tagged recombinant enzyme	Homo sapiens	16	660816	6.3.5.4C00014 	19
3.5.3.1		180	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	monomeric E256Q variant, pH 9.5	Homo sapiens	117	695868	3.5.3.1C00062	19
3.5.3.1		190	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	wild type enzyme, at 37&Acirc&degC	Homo sapiens	117	686646	3.5.3.1C00062	19
3.5.3.1		190	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	wild-type, pH 9.5	Homo sapiens	117	695868	3.5.3.1C00062	19
3.5.3.1		190	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	wild type	Homo sapiens	117	696307	3.5.3.1C00062	19
3.5.3.1		231	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	wild-type enzyme, pH 9.5	Homo sapiens	117	654717	3.5.3.1C00062	19
3.5.3.1		249	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	37&Acirc&degC, pH 9.0, wild-type	Homo sapiens	117	668556	3.5.3.1C00062	19
3.5.3.1		1132	C00062	cpd:C00062   L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg	pH 9.4, 37&Acirc&degC	Homo sapiens	117	720972	3.5.3.1C00062	19
6.3.5.4		1.3	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	pH 8, reaction with glutamine, C-terminally tagged recombinant enzyme	Homo sapiens	91	660816	6.3.5.4C00049 	19
6.3.5.4		1.7	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	pH 8, reaction with NH3, C-terminally tagged recombinant enzyme	Homo sapiens	91	660816	6.3.5.4C00049 	19
1.8.1.4		505	C15973	cpd:C15973   Enzyme N6-(dihydrolipoyl)lysine; Dihydrolipoamide-E	wild-type wild type enzyme	Homo sapiens	667	674943	1.8.1.4C15973	19
1.8.1.4		505	C15973	cpd:C15973   Enzyme N6-(dihydrolipoyl)lysine; Dihydrolipoamide-E	wild-type E3	Homo sapiens	667	693271	1.8.1.4C15973	19
1.8.1.4		567	C15973	cpd:C15973   Enzyme N6-(dihydrolipoyl)lysine; Dihydrolipoamide-E	wild-type enzyme	Homo sapiens	667	394004	1.8.1.4C15973	19
1.8.1.4		899	C15973	cpd:C15973   Enzyme N6-(dihydrolipoyl)lysine; Dihydrolipoamide-E	wild-type, pH 8.0, 37&degC, presence of 1.5 mM EDTA	Homo sapiens	667	724686	1.8.1.4C15973	19
2.7.1.105		0.407	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	pH 7.5, 30&degC, recombinant wild-type HBP1	Homo sapiens	113776	660814	2.7.1.105C00085	19
2.7.1.105		0.43	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	pH 7.5, 30&degC, recombinant His-tagged wild-type HBP1	Homo sapiens	113776	660814	2.7.1.105C00085	19
2.7.1.105		0.447	C00085	cpd:C00085   D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester	pH 7.5, 30&degC, recombinant His-tagged wild-type HBP2	Homo sapiens	113776	660814	2.7.1.105C00085	19
5.3.1.9		500	C00092	cpd:C00092   D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester	wild type enzyme, at 21&degC in 20 mM HEPES buffer (pH 7.5)	Homo sapiens	99	726971	5.3.1.9C00092	19
5.3.1.9		1000	C00092	cpd:C00092   D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester	pH 7.5, 30&degC, recombinant wild-type enzyme	Homo sapiens	99	702456	5.3.1.9C00092	19
2.6.1.42		290	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	wild type enzyme	Homo sapiens	38	674728	2.6.1.42C00025	19
2.6.1.42		1075	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	wild type enzyme, in 25 mM potassium phosphate buffer at pH 7.8, at 37&degC	Homo sapiens	38	702237	2.6.1.42C00025	19
6.3.5.4		1.7	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	pH 8, C-terminally tagged recombinant enzyme	Homo sapiens	96	660816	6.3.5.4C00064 	19
1.1.3.15		3.6	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid	pH 8, C-terminally tagged recombinant enzyme	Homo sapiens	399	684684	1.1.3.15C00160 	19
1.1.3.15		4.1	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid		Homo sapiens	399	685214	1.1.3.15C00160 	19
1.1.3.15		15.6	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid		Homo sapiens	399	684684	1.1.3.15C00160 	19
1.1.3.15		15.7	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid	pH 7.0, 30&Acirc&degC, recombinant enzyme, first order	Homo sapiens	399	698951	1.1.3.15C00160 	19
1.1.3.15		20	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid	pH 7.5, 30&Acirc&degC, recombinant enzyme, first order	Homo sapiens	399	698951	1.1.3.15C00160 	19
1.1.3.15		31.2	C00160 	cpd:C00160   Glycolate; Glycolic acid; Hydroxyacetic acid	pH 9.0, 30&Acirc&degC, recombinant enzyme, first order	Homo sapiens	399	698951	1.1.3.15C00160 	19
1.1.3.15		0.7	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	pH 9.0, 30&Acirc&degC, recombinant enzyme, first order	Homo sapiens	95	685214	1.1.3.15C00048 	19
1.1.3.15		0.83	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid		Homo sapiens	95	684684	1.1.3.15C00048 	19
2.6.1.42		16	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	TAT-peptide fusion protein, pH 7.4, 25&degC	Homo sapiens	95	738424	2.6.1.42C00048 	19
2.6.1.42		42	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	wild-type, pH 7.4, 25&degC	Homo sapiens	95	738424	2.6.1.42C00048 	19
3.6.1.15		0.0076	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	pH 7.0, 22&degC, recombinant wild-type enzyme	Homo sapiens	35	688347	3.6.1.15C00044 	19
1.1.1.41		30	C00311	cpd:C00311   Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	25&Acirc&degC, pH 7.2, wild-type enzyme	Homo sapiens	242	669477	1.1.1.41C00311	19
1.1.1.41		30	C00311	cpd:C00311   Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	wild type enzyme in 20 mM isocitrate and 1 mM MnSO4	Homo sapiens	1444	669477	1.1.1.41C00311	19
1.8.1.4		519	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	wild-type wild type enzyme	Homo sapiens	720	674943	1.8.1.4C00248	19
1.8.1.4		649	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	wild-type enzyme	Homo sapiens	720	394004	1.8.1.4C00248	19
1.8.1.9		1.6	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	isoform TrxR2, in 50 mM Tris-HCl, 1 mM EDTA, pH 8.0, at 37&degC	Homo sapiens	720	725059	1.8.1.9C00248	19
1.8.1.9		3.3	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	isoform TrxR1, in 50 mM Tris-HCl, 1 mM EDTA, pH 8.0, at 37&degC	Homo sapiens	720	725059	1.8.1.9C00248	19
1.8.1.4		574	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	wild-type enzyme	Homo sapiens	4	394004	1.8.1.4C00003	19
1.4.1.3		65	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 9.5, 25&degC, wild-type enzyme hGDH1	Homo sapiens	4	654905	1.4.1.3C00003	19
1.4.1.3		65	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 9.5, 25&degC, wild-type enzyme	Homo sapiens	4	656087	1.4.1.3C00003	19
1.4.1.3		83	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 9.5, 25&degC, wild-type enzyme hGDH2	Homo sapiens	4	654905	1.4.1.3C00003	19
1.8.1.4		340	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild-type enzyme	Homo sapiens	3	394004	1.8.1.4C00004	19
1.4.1.3		104	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	25&degC, wild-type enzyme	Homo sapiens	3	655569	1.4.1.3C00004	19
1.4.1.3		104	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	pH 8.0, 25&degC, wild-type enzyme hGDH1	Homo sapiens	3	655582	1.4.1.3C00004	19
1.4.1.3		104	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild-type, hGDH1	Homo sapiens	3	673616	1.4.1.3C00004	19
1.4.1.3		104	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild type isozyme GDH1, 50 mM triethanolamine pH 8.0, 100 mM ammonium acetate, 0.1 mM NADH, and 2 mM EDTA, pH 8.0 at 25&degC	Homo sapiens	3	684905	1.4.1.3C00004	19
1.4.1.3		104	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	isozyme GDH1, in the presence of 1 mM ADP, in 50 mM triethanolamine, pH 8.0, 100 mM ammonium acetate, 0.1 mM NADH, and 2 mM EDTA, pH 8.0, at 25&degC	Homo sapiens	3	687565	1.4.1.3C00004	19
1.4.1.3		130	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	pH 8.0, 25&degC, wild-type enzyme hGDH2	Homo sapiens	3	655582	1.4.1.3C00004	19
1.4.1.3		130	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild-type, hGDH2	Homo sapiens	3	673616	1.4.1.3C00004	19
1.4.1.3		130	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild type isozyme GDH2, 50 mM triethanolamine pH 8.0, 100 mM ammonium acetate, 0.1 mM NADH, and 2 mM EDTA, pH 8.0 at 25&degC	Homo sapiens	3	684905	1.4.1.3C00004	19
1.4.1.3		130	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	isozyme GDH2, in the presence of 1 mM ADP, in 50 mM triethanolamine, pH 8.0, 100 mM ammonium acetate, 0.1 mM NADH, and 2 mM EDTA, pH 8.0, at 25&degC	Homo sapiens	3	687565	1.4.1.3C00004	19
1.1.1.49		247	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	at pH 8.0 and 37&Acirc&degC	Homo sapiens	6	741011	1.1.1.49C00006	19
1.1.1.49		251	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	25&Acirc&degC, pH 8.0, wild-type enzyme	Homo sapiens	6	689022	1.1.1.49C00006	19
1.1.1.44		71	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	at pH 7.5 and 22&degC	Homo sapiens	6	741367	1.1.1.44C00006	19
1.5.1.2		55	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	wild type enzyme, fixed 1 mM NADP+	Homo sapiens	6	675382	1.5.1.2C00006	19
2.4.2.10		0.017	C01103	cpd:C01103   Orotidine 5'-phosphate; Orotidylic acid	in the presence of 20 mM phosphonoacetic acid, at 25&degC, 50 mM Tris-HCl, pH 8.0, 5 mM MgCl2	Homo sapiens	599	704190	2.4.2.10C01103	19
2.4.2.10		0.1	C01103	cpd:C01103   Orotidine 5'-phosphate; Orotidylic acid	in the presence of 1 mM diphosphate, at 25&degC, 50 mM Tris-HCl, pH 8.0, 5 mM MgCl2	Homo sapiens	599	704190	2.4.2.10C01103	19
4.1.1.23	OMPDC_c	0.75	C01103	cpd:C01103   Orotidine 5'-phosphate; Orotidylic acid	in the presence of 1 mM diphosphate, at 25&degC, 50 mM Tris-HCl, pH 8.0, 5 mM MgCl2	Homo sapiens	599	695160	4.1.1.23C01103	19
4.1.1.23	OMPDC_c	8.1	C01103	cpd:C01103   Orotidine 5'-phosphate; Orotidylic acid		Homo sapiens	599	693556	4.1.1.23C01103	19
1.1.1.95		0.177	C00036	cpd:C00036   Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate	at pH 7.6 and 37&Acirc&degC	Homo sapiens	53	737315	1.1.1.95C00036	19
4.2.1.11		34.07	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	in 50 mM imidazole-HCl buffer, pH 6.8, with 3 mM MgSO4, 0.4 M KCl	Homo sapiens	47	701578	4.2.1.11C00074	19
2.7.1.40		3.2	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	wild type enzyme, in the absence of K+, in 50 mM Mes-Tris, pH 6.0, at 25&Acirc&degC	Homo sapiens	47	674499	2.7.1.40C00074	19
2.7.1.40		1182	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	wild type enzyme, in the presence of K+, in 50 mM Mes-Tris, pH 6.0, at 25&Acirc&degC	Homo sapiens	47	674499	2.7.1.40C00074	19
1.2.4.1		0.077	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 7.6, 30&Acirc&degC, presence of 0.3 M KCl	Homo sapiens	29	672086	1.2.4.1C00022	19
1.2.4.1		66.1	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 7.0, 37&Acirc&degC, isoform PDH2	Homo sapiens	29	674778	1.2.4.1C00022	19
1.2.4.1		69.9	C00022	cpd:C00022   Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid	pH 7.0, 37&Acirc&degC, isoform PDH1	Homo sapiens	29	674778	1.2.4.1C00022	19
2.7.1.15		10.4	C00121 	cpd:C00121   D-Ribose	wild-type, presence of Mg2+, pH 7.2, 37&degC	Homo sapiens	254	737810	2.7.1.15C00121 	19
3.6.1.15		0.007	C00075 	cpd:C00075   UTP; Uridine 5'-triphosphate; Uridine triphosphate	pH 7.0, 22&degC, recombinant wild-type enzyme	Homo sapiens	61	688347	3.6.1.15C00075 	19
2.5.1.6		0.032	C00019 	cpd:C00019   S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM	S-adenosylmethionine synthesis activity	Leishmania donovani	22	639078	2.5.1.6C00019 	19
2.4.2.7		11.3	C00013 	cpd:C00013   Diphosphate; Diphosphoric acid; Pyrophosphate; Pyrophosphoric acid; PPi	S-adenosylmethionine synthesis activity	Leishmania donovani	13	638164	2.4.2.7C00013 	19
2.5.1.6		0.0000883	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate		Leishmania infantum	7	639075	2.5.1.6C00002	19
3.6.1.23		5.4	C00131	cpd:C00131   dATP; 2'-Deoxyadenosine 5'-triphosphate; Deoxyadenosine 5'-triphosphate; Deoxyadenosine triphosphate	pH 8, 25&degC	Leishmania major	133	657286	3.6.1.23C00131	19
3.6.1.23		6.4	C00286	cpd:C00286   dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate	pH 8, 25&degC	Leishmania major	194	657286	3.6.1.23C00286	19
3.6.1.23		65	C01346	cpd:C01346   dUDP; 2'-Deoxyuridine 5'-diphosphate	pH 8, 25&degC	Leishmania major	1330	657286	3.6.1.23C01346	19
1.5.1.20		52	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	phosphate buffer	Leishmania major	3	674719	1.5.1.20C00004	19
1.5.1.20		87	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	Tris buffer	Leishmania major	3	674719	1.5.1.20C00004	19
1.5.1.20		74	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	phosphate buffer	Leishmania major	5	674719	1.5.1.20C00005	19
1.5.1.20		140	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	Tris buffer	Leishmania major	5	674719	1.5.1.20C00005	19
6.3.5.5		0.78	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	Tris buffer	Mammalia	7	651901	6.3.5.5C00002	19
6.3.5.5		6.08	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate		Mammalia	7	651901	6.3.5.5C00002	19
6.3.5.5		2500	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.4, 37&degC, wild-type hybrid enzyme	Mammalia	7	651952	6.3.5.5C00002	19
6.3.5.5		2660	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	pH 7.4, 37&degC, wild-type hybrid enzyme	Mammalia	96	651952	6.3.5.5C00064 	19
2.1.3.2		79.7	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	aspartate transcarbamoylase activity domain of the multienzyme complex	Mesocricetus auratus	91	485852	2.1.3.2C00049 	19
2.1.3.2		156	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	multienzyme complex	Mesocricetus auratus	91	485852	2.1.3.2C00049 	19
6.3.4.4		5.5	C00049 	cpd:C00049   L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp	22&degC, cosubstrate: 2'-dIMP	Mus musculus	91	672068	6.3.4.4C00049 	19
4.2.1.1		190000	C00288	cpd:C00288   HCO3-; Hydrogencarbonate; Bicarbonate; Hydrogen carbonate; Acid carbonate	22&degC, cosubstrate: 2'-dIMP	Mus musculus	175	33578	4.2.1.1C00288	19
1.17.4.1		0.047	C00112	cpd:C00112   CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	CDP reduction in the absence of allosteric effectors	Mus musculus	188	437990	1.17.4.1C00112	19
1.17.4.1		0.16	C00112	cpd:C00112   CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	CDP reduction in the presence of 1 mM ATP	Mus musculus	188	437990	1.17.4.1C00112	19
1.17.4.1		0.26	C00112	cpd:C00112   CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	CDP reduction in the presence of 0.2 mM ATP	Mus musculus	188	437990	1.17.4.1C00112	19
1.17.4.1		0.29	C00112	cpd:C00112   CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	CDP reduction in the presence of 4 mM ATP	Mus musculus	188	437990	1.17.4.1C00112	19
6.3.4.4		3.9	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	pH 6.7, 22&degC, AdSS1-Tr	Mus musculus	35	652500	6.3.4.4C00044 	19
6.3.4.4		4	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	pH 6.7, 22&degC, AdSS2-Tr	Mus musculus	35	652500	6.3.4.4C00044 	19
6.3.4.4		4.2	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	pH 6.7, 22&degC, AdSS2	Mus musculus	35	652500	6.3.4.4C00044 	19
6.3.4.4		5.4	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	pH 6.7, 22&degC, AdSS1	Mus musculus	35	652500	6.3.4.4C00044 	19
6.3.4.4		5.5	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	22&degC, cosubstrate: 2'-dIMP	Mus musculus	35	672068	6.3.4.4C00044 	19
1.8.1.9		1.183	C00027	cpd:C00027   Hydrogen peroxide; H2O2; Oxydol	semisynthetic enzyme with 91% content of selenium	Mus musculus	20	672160	1.8.1.9C00027	19
1.8.1.9		6.08	C00027	cpd:C00027   Hydrogen peroxide; H2O2; Oxydol	semisynthetic enzyme with 91% content of selenium	Mus musculus	20	672160	1.8.1.9C00027	19
4.2.3.5		0.87	C01269	cpd:C01269   5-O-(1-Carboxyvinyl)-3-phosphoshikimate; O5-(1-Carboxyvinyl)-3-phosphoshikimate	wild-type enzyme	Neurospora crassa	1249	692285	4.2.3.5C01269	19
1.7.1.3		290	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild type	Neurospora crassa	3	395976	1.7.1.3C00004	19
1.7.1.3		1400	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	wild type	Neurospora crassa	5	395976	1.7.1.3C00005	19
1.2.1.2		0.007	C00048 	cpd:C00048   Glyoxylate; Glyoxalate; Glyoxylic acid	wild-type, 30&Acirc&degC, pH 7.0	Paracoccus sp.	95	669327	1.2.1.2C00048 	19
3.5.3.1		0.25	C00079	cpd:C00079   L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	free enzyme, at pH 7.0 and 40&Acirc&degC	Penicillium chrysogenum	98	733226	3.5.3.1C00079	19
3.5.3.1		0.46	C00079	cpd:C00079   L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	chitosan-immobilized enzyme, at pH 7.0 and 40&Acirc&degC	Penicillium chrysogenum	98	733226	3.5.3.1C00079	19
3.5.3.1		0.94	C00079	cpd:C00079   L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid	PEG-immobilized enzyme, at pH 7.0 and 40&Acirc&degC	Penicillium chrysogenum	98	733226	3.5.3.1C00079	19
3.2.1.1		0.0258	C00208	cpd:C00208   Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	pH 5.6, 40&Acirc&degC	Pichia burtonii	81	678813	3.2.1.1C00208	19
2.4.2.10		3.2	C00119	cpd:C00119   5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophosphate; PRPP	pH 8.0, 37&degC	Plasmodium falciparum	147	659903	2.4.2.10C00119	19
4.3.2.2		2.9	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	pH 7.4, 25&degC	Plasmodium falciparum	9	691116	4.3.2.2C00020	19
1.4.1.4		25	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	pH 7.0, 25&Acirc&degC, recombinant enzyme	Plasmodium falciparum	32	725918	1.4.1.4C00026	19
