locus_id	mean_6h	mean_8h	mean_12h	mean_18h	std_dev_6h	std_dev_8h	std_dev_12h	std_dev_18h
AT1G12900	0.96119657	0.9011307383	0.885453406	0.9553247893	0.0158659321	0.0351107911	0.0553808179	0.0407997092
AT1G12930	1.24490711	1.1890187413	1.124939933	0.993125502	0.1541773949	0.0507111826	0.1156029672	0.0065434168
AT1G13020	0.8585079907	0.915654756	1.2770063117	1.136347821	0.1453090591	0.110790874	0.0479395809	0.123555108
AT1G13060	1.0113330863	0.949068229	1.014677525	1.0051062187	0.0153853318	0.0200341969	0.1138453694	0.0606267315
AT1G13080	1.8324253893	2.2363821937	1.6901782023	1.3225119167	0.1830184935	0.0326553725	0.121210496	0.084870204
AT1G13090	1.074014332	1.2094181313	1.27819137	1.2372612453	0.0617374788	0.1367766384	0.0623867459	0.0733446517
AT1G13110	1.3982951887	1.378653068	1.246182114	1.1034282283	0.095528984	0.0783427437	0.101561373	0.0336629892
AT1G13190	0.9782239337	0.9560313417	1.262024626	1.19406237	0.0866620661	0.1816342048	0.0608763892	0.1384397906
AT1G13210	1.4959391387	1.4874171707	1.3776613637	1.028945903	0.1701459282	0.1700632369	0.3436252287	0.1114622915
AT1G13270	1.0503259873	1.052968879	0.9720213523	0.924475912	0.0170838491	0.000830644	0.0322283019	0.0101142744
AT1G13280	0.9130420593	0.870258778	1.0443074833	1.10882979	0.0295045881	0.0326010611	0.0541339584	0.0307250515
AT1G13320	1.404964865	1.4690400083	1.4353216753	1.1904517137	0.2008769245	0.1080229799	0.0865404602	0.0238401867
AT1G13440	1.1931540967	1.2888055827	1.273755603	1.1207390397	0.0767539327	0.0836288413	0.2565136503	0.0953000136
AT1G13730	1.8505357197	1.4836220973	1.4387501677	1.2394166683	0.2847190307	0.2197253713	0.2414720667	0.1833263594
AT1G13820	0.6856157467	0.8047559883	0.957766684	1.0444386997	0.027693347	0.0205305302	0.1237568376	0.0141275902
AT1G13870	0.9164765287	0.812858605	0.837522084	0.8779024743	0.0257010273	0.0851057731	0.0741583514	0.0228837915
AT1G13900	1.0035225483	1.0070422497	1.366927752	1.3636440493	0.0085275178	0.0193633352	0.082185458	0.2726156457
AT1G13930	0.9989121223	1.01682279	1.1114913097	1.0092614707	0.0462801588	0.0759570093	0.111724951	0.0187726337
AT1G13980	0.9893745477	1.0111462553	1.0958115453	0.977302634	0.0153488459	0.0613108921	0.0795462209	0.0610340474
AT1G14000	1.0413681837	1.0263327283	1.511915935	1.4812120393	0.1976170227	0.1347299213	0.1274864636	0.4918226795
AT1G14030	1.397210817	1.4494974203	1.1515811567	1.1408989343	0.077262043	0.0866450883	0.0567129029	0.0781916815
AT1G14150	0.9680632243	1.0033999067	1.0428820293	1.0321188323	0.0477982825	0.0642395068	0.0459773569	0.0129654478
AT1G14250	1.812122951	1.717976254	1.665858383	1.503359962	0.4309093467	0.552753616	0.4032955429	1.1372912849
AT1G14270	0.8781884623	0.8242954383	0.8663948687	0.8406107233	0.0413621553	0.0245789232	0.0468234077	0.0657948566
AT1G14320	1.298774906	1.297834392	1.354574559	1.2208161933	0.0473446134	0.0101338722	0.0544963967	0.0674413362
AT1G14345	1.1204685507	1.0570258217	1.0633551077	0.954290066	0.0346287517	0.0189548279	0.0524636563	0.01484186
AT1G14380	1.4146825693	1.1560776383	1.111781441	1.0064487693	0.0832716049	0.0890031168	0.0337257088	0.0645799034
AT1G14410	0.708569156	0.6782976307	0.6904810257	0.6744679183	0.0348830364	0.0185420091	0.0533884995	0.0458864551
AT1G14510	1.4888330993	1.6977719253	1.1102900177	1.1045235703	0.1298906496	0.165263431	0.06752634	0.0670081111
AT1G14570	1.0820814693	1.077608319	1.1690115493	1.187699378	0.1112115003	0.0456193719	0.1299750171	0.1581163162
AT1G14610	1.416656295	1.1984752383	1.2316066	1.130671894	0.0403357914	0.0579100871	0.0445862615	0.0937950486
AT1G14650	1.393281285	1.1570997927	1.1725520533	1.0442809087	0.0235558632	0.05145549	0.075392431	0.085107355
AT1G14710	1.0355382373	1.0058576043	1.2937718563	1.1853936527	0.0238817552	0.0327264698	0.0916733149	0.1921290677
AT1G14810	1.149317518	1.003440446	0.9744923973	0.9943127787	0.0423487379	0.0783848364	0.0602508858	0.0702045686
AT1G14820	1.000203211	1.0218287547	1.013448236	1.103936653	0.0723491722	0.037368305	0.1373327623	0.0413997946
AT1G14830	0.9725850873	1.0230751753	1.199717185	1.2534330343	0.0434913233	0.0040222929	0.0435662592	0.1214434518
AT1G14850	1.169391018	1.164452848	1.2447270967	1.0065917493	0.0213049179	0.0342154834	0.053718125	0.0526205637
AT1G14910	1.0929023617	1.0206575697	1.0811809813	1.021426974	0.0246680123	0.0976785669	0.0853788542	0.0556728522
AT1G14980	0.967823843	1.0191500817	1.087483386	1.047497096	0.0407340539	0.0354719372	0.056704326	0.0417209217
AT1G15130	1.1965810007	1.1201618	1.2888712117	1.2783500383	0.0402189353	0.0417375585	0.0298130239	0.1470017029
AT1G15140	0.9607337423	0.914778086	0.9668881413	0.9977853707	0.0280536724	0.0081611284	0.0418637648	0.0253761142
AT1G15290	1.2431871603	1.1997321047	1.1249641103	0.8588527843	0.0185547403	0.0247029462	0.0671623927	0.004852598
AT1G15340	1.4098206943	1.173818642	1.2837671837	1.1024319483	0.152265029	0.1183595663	0.0620733396	0.0890517475
AT1G15470	0.721481916	0.5841619057	0.665939317	0.7885663373	0.0032175088	0.0459476608	0.0432704782	0.0435878002
AT1G15500	1.1066263673	1.0747164337	1.009024948	0.823929687	0.1272004455	0.02837468	0.0229575586	0.0169352129
AT1G15690	1.0426706557	1.0357443183	1.1753469913	1.1854778403	0.0069861035	0.0138021174	0.0394744145	0.0992965897
AT1G15710	1.51582776	1.9015794393	1.4064328043	1.3648625683	0.0654315607	0.238510738	0.2355324334	0.0161780979
AT1G15730	1.442612793	1.5057028853	1.247048655	0.974631257	0.1002574041	0.2503814552	0.0816405552	0.027712147
AT1G15750	1.2212224503	1.0896498603	1.1232036347	1.0535132227	0.0519561751	0.0282596377	0.0445171604	0.0646836182
AT1G15780	0.9369218893	1.148878756	1.064820652	1.2581670287	0.3106486123	0.0753277481	0.2481122065	0.0590825751
AT1G15820	0.9325183417	1.0139744927	1.0706774533	0.9387881893	0.0193990202	0.0267223965	0.0536280435	0.0253474834
AT1G15910	0.8765275943	0.860547405	1.2530805587	0.9840192187	0.0243272171	0.0985483227	0.0654818002	0.1350238724
AT1G15930	1.056250556	1.009118491	0.983257008	0.8870112213	0.03183175	0.0376947027	0.0397985278	0.0356723449
AT1G15950	1.5932201017	2.1251028687	2.1534834463	1.4743377023	0.0977199027	0.2511569359	0.1905012808	0.1800730806
AT1G15980	1.377650192	1.3625990063	1.414261949	1.3996442433	0.0660413899	0.09311558	0.0999625564	0.0668540119
AT1G16080	0.8715920433	0.9534478607	1.027434804	1.0897374667	0.0093619246	0.0119140117	0.0422011607	0.0566923725
AT1G16210	0.816390932	0.728214247	0.7230749943	0.7642332917	0.0112467257	0.0102241966	0.033393037	0.0409393422
AT1G16270	1.384623826	1.7323063647	1.439982067	1.4502994177	0.3286762951	0.2748561515	0.2371939105	0.1923080906
AT1G16300	1.041479773	1.019595341	0.9010107407	0.8981930377	0.0481553899	0.0957476373	0.2283522008	0.1070421869
AT1G16340	1.178802308	1.255137359	1.07681756	1.135862107	0.0550320938	0.0214991193	0.0993372585	0.0347313662
AT1G16350	1.3739552783	1.4193015817	1.405343176	1.1980008613	0.11955682	0.0660773636	0.1307152985	0.001945713
AT1G16410	1.3105796617	1.631710535	2.13180516	1.977550566	0.0924983315	0.1541907395	0.1023902881	0.1700575485
AT1G16460	0.893493609	0.8952691173	0.8766362543	0.958312194	0.0399112047	0.0691299454	0.0774180491	0.0408625712
AT1G16720	1.085600655	0.9897522213	0.9929203393	1.0130139403	0.0669912229	0.0306959099	0.0136439914	0.0920199771
AT1G16880	0.9099128397	0.9061353477	0.905791159	1.0220584823	0.0470565267	0.0349404519	0.0678097326	0.0353818464
AT1G16890	0.8879973043	0.888770991	0.9750957053	1.0193360083	0.0810167141	0.0671239202	0.0571298368	0.0318867092
AT1G16920	1.3404590533	1.0297112207	1.3772616007	1.2051502097	0.1866094966	0.0722808805	0.0417123612	0.0359160583
AT1G17050	0.9640191063	0.8979701413	0.793810291	0.9468389227	0.0974829121	0.0077978643	0.029894471	0.1437609101
AT1G17100	0.9868117043	0.899656493	0.9853958367	1.21560751	0.0302625967	0.0228675786	0.0436375544	0.08369034
AT1G17160	1.043796735	1.0466753077	1.127098994	1.0994970883	0.0195416373	0.045823879	0.1132984164	0.0465679074
AT1G17220	1.335765874	1.139998221	1.07358153	1.0104426267	0.078962104	0.0477883414	0.0596334122	0.0412344452
AT1G17290	1.050523336	1.036196738	1.00800009	0.8865243167	0.1458884355	0.0996927354	0.0701388511	0.0557042386
AT1G17370	1.0821015703	0.8464796847	1.3073629403	1.0358438567	0.2108603867	0.1992897185	0.0848248793	0.0960577989
AT1G17470	1.210874973	1.09497623	1.0720403533	0.9663583007	0.0722402509	0.1562562646	0.0732377667	0.0900056199
AT1G17580	0.9190229377	0.8238795857	0.855951131	0.732125959	0.0784065976	0.0295658914	0.0611707399	0.0732945944
AT1G17620	0.8283774157	0.912823844	1.0224770493	1.089897923	0.1068493873	0.1395707011	0.0412633137	0.1634897692
AT1G17650	1.160813826	1.0509991663	0.996749892	1.0247921623	0.0422647309	0.0114536083	0.058566214	0.0122401597
AT1G17720	1.2865045003	1.2174885157	1.5519853727	1.2123848067	0.0618175853	0.0844246669	0.0794132463	0.0554116835
AT1G17745	0.7494077053	0.9209387163	1.013193991	1.257104092	0.0340104015	0.0437394086	0.1046653833	0.0881868849
AT1G17860	1.444829215	1.3141707173	1.161263764	1.2919457047	0.0204748445	0.0135536985	0.0829226388	0.0669518235
AT1G17880	1.1516407517	1.0997423237	1.039980574	0.9609426717	0.0080632972	0.0230114592	0.0133259923	0.0046288533
AT1G17890	1.2022234217	1.2641586573	1.1347718637	1.1944162887	0.0282590057	0.0267074104	0.1806779365	0.0628269189
AT1G18060	0.929995729	1.0602301813	1.0536107937	1.0239494233	0.0032772472	0.0565580463	0.0390226071	0.0352513644
AT1G18070	0.9189825993	0.9188304423	1.1024310343	1.179384535	0.066876052	0.0243772117	0.043147385	0.1261712834
AT1G18080	1.1257839627	1.071266031	1.0475674297	0.989191452	0.0303788332	0.0184026799	0.0950016588	0.0424822207
AT1G18170	0.7847054793	0.7705307763	0.9675294737	1.0339230643	0.0500446152	0.0628799752	0.0463713724	0.0989723238
AT1G18210	1.3662316493	1.103226451	1.012966807	0.9929325587	0.0874977945	0.1090412297	0.1334365899	0.0479397214
AT1G18260	1.1225724473	1.162135028	1.3695814803	1.3167713817	0.018052014	0.0711327802	0.1609720946	0.1200582581
AT1G18270	1.0607586317	1.0075805297	0.9677479803	1.1104234737	0.0256313082	0.0422228652	0.0743725268	0.0493066543
AT1G18450	1.5814332287	1.3781916667	1.6993738083	1.229173098	0.1930318576	0.1664415917	0.170513904	0.1152033143
AT1G18500	1.0787013007	1.069405571	1.0763968543	1.1201046317	0.0202776241	0.021078114	0.1060119092	0.0317943317
AT1G18540	0.8004790293	0.753186135	0.734167549	0.7819849703	0.0057275704	0.0398529008	0.0534095717	0.036466132
AT1G18580	1.1630344027	1.2263109897	1.1510067307	1.4329167453	0.0242825679	0.040872395	0.2391289638	0.1328920806
AT1G18590	0.9931248343	1.1688361593	1.3868575413	1.5530363633	0.0336169619	0.0777670121	0.0451164142	0.0632371557
AT1G18700	0.832422016	0.7753776823	0.7000892427	0.7995892277	0.1055421664	0.0793136597	0.1076026309	0.0103330885
AT1G18730	0.908908315	0.8833838507	0.927885308	0.955067659	0.0366378678	0.0152658108	0.0384619954	0.0336306633
AT1G19110	1.5421486813	2.0215633123	2.3230043687	1.497369625	0.2345135982	0.0524133579	0.4064462059	0.3073386577
AT1G19130	0.9458660803	0.975995742	1.055183274	1.1253450907	0.0492065171	0.036686801	0.0264612255	0.0964766492
AT1G19140	0.7870870243	0.7849519517	0.877999741	1.0868293463	0.031669017	0.0677614126	0.061580449	0.031434932
AT1G19150	1.043317066	1.07530021	1.1279244	1.124176129	0.0109240805	0.0084413952	0.034704064	0.0765440105
AT1G19360	1.0485238177	1.395422483	1.3848503353	1.241712006	0.0361153593	0.2334877921	0.031659974	0.0714032149
AT1G19370	1.229883898	1.5024281157	1.6652714007	1.5801706297	0.2080361185	0.1899908234	0.1089209374	0.212065215
AT1G19430	1.2755773923	1.1679175843	1.2798234123	1.203435439	0.078625137	0.0280140032	0.0652845971	0.1465263279
AT1G19450	0.932483587	0.937710722	0.8629250593	0.8827836627	0.3142088967	0.0244628356	0.2660133074	0.1543306292
AT1G19520	1.1153476087	1.1631023443	1.2362561943	1.1998879787	0.0329138727	0.0269290759	0.1749356214	0.0930858927
AT1G19570	0.750196657	0.7354090303	0.898363097	0.9795075863	0.0168370148	0.0411901518	0.0712944926	0.0957757084
AT1G19580	0.9764775947	0.9669936983	0.9566294653	0.931563292	0.0356734532	0.0310641412	0.0264117671	0.0985075579
AT1G19670	1.1327496033	1.1995024577	1.098013266	1.1325943327	0.048566712	0.0022119765	0.0977612181	0.13788036
AT1G19720	1.469686901	1.2967414057	1.21028064	1.1002917863	0.0401302269	0.1857871509	0.0677719451	0.0929148754
AT1G19740	1.2620738377	1.2491281727	1.2086936913	1.1493329043	0.0237622626	0.1349679173	0.0186753066	0.0911129303
AT1G19800	1.0363986273	1.0101514277	0.9872579163	1.201282104	0.0403149477	0.0300730866	0.0917379805	0.1380350964
AT1G19835	0.9725703273	0.9974196577	1.04002942	0.721045018	0.0336151183	0.0067853717	0.1203557686	0.0728637965
AT1G19870	0.9415649877	0.7051899907	0.555811208	0.6546505043	0.0249690994	0.0878546395	0.077311896	0.1003035607
AT1G19920	1.2511579903	1.2900568037	1.3596255057	1.4600113297	0.0900110709	0.0490634829	0.0741959165	0.0919939545
AT1G20010	1.5183324533	1.2876945747	1.2478981383	0.936629302	0.1354149391	0.0385735801	0.0900617853	0.0243495678
AT1G20020	1.0166981217	1.022446161	0.9995546227	1.0492515563	0.0229809158	0.0024785014	0.114994384	0.0116275962
AT1G20110	1.0260587693	1.0997972617	1.228906007	1.4483877127	0.0145648966	0.0381760141	0.0661013281	0.1429199523
AT1G20160	0.306245241	0.5408890887	1.499910416	1.879475101	0.04726948	0.0391043984	0.1433754166	0.4014703351
AT1G20200	1.2828071077	1.3275097073	1.3719498303	1.1056558203	0.1530100465	0.0114454231	0.0707035683	0.044766522
AT1G20220	1.5449773743	1.229524244	1.2155674347	1.0658355007	0.0141303127	0.096731732	0.0424388854	0.0197031756
AT1G20225	1.1586124413	1.087351942	1.2399014843	1.3133777493	0.0368313818	0.0201257622	0.0647812081	0.0769562386
AT1G20330	1.229276265	1.1295389303	1.105309969	1.0140067223	0.0041005666	0.1097531848	0.031485825	0.0511425384
AT1G20340	0.9563040433	0.836824214	0.8569535307	0.8000052697	0.0664417744	0.0211674021	0.0437548724	0.0244127486
AT1G20450	1.2267338193	1.267119251	1.3371991483	1.1056936427	0.1159451187	0.1565016623	0.0540090705	0.0735872081
AT1G20510	1.2183211863	1.410905503	2.501410292	2.102723307	0.2089993336	0.273861407	0.3155683376	0.2774973868
AT1G20620	1.332399104	1.4546131583	2.0197886623	1.845882833	0.0589393654	0.007157288	0.1498774269	0.0716985563
AT1G20630	1.2317042283	1.4052788723	1.3164670407	1.4730118827	0.0872133231	0.1964422222	0.0289108142	0.1045106767
AT1G20760	0.7773244517	0.7014059883	0.853520945	0.7921487507	0.0086404375	0.0130535903	0.0357557452	0.0482174033
AT1G20810	1.015038895	0.9794852147	0.895147981	0.8639628473	0.0654747471	0.0402304025	0.0398039382	0.0347818638
AT1G20840	0.987946428	1.1764553683	1.5093598683	1.4590443597	0.1207498805	0.0893577916	0.210683445	0.1444211161
AT1G20950	0.896677533	0.91948305	1.0879455937	1.056867614	0.0098791097	0.0307572515	0.0111355132	0.1205085847
AT1G20960	1.1017601353	1.0338204243	1.0924159387	0.8681206963	0.0292150524	0.0169918735	0.053380935	0.0300510801
AT1G20970	0.974072201	0.9869126067	1.079807259	0.954717006	0.030825711	0.0228255541	0.0038709212	0.0107794092
AT1G21080	1.6164143557	1.6035743573	1.3045203593	1.440025332	0.005394654	0.0714676621	0.0984583569	0.0983074016
AT1G21130	1.2096936287	1.1982218997	1.1349118203	1.012061257	0.0523222827	0.0596341265	0.0952773221	0.099392695
AT1G21250	0.38765523	0.6128327617	1.409791387	1.4452655357	0.0216201788	0.0174955826	0.2573194545	0.2064776671
AT1G21350	1.1299552313	1.108338665	1.1520626473	1.184201279	0.0694950982	0.0361021222	0.0836852679	0.030361334
AT1G21380	0.8821040423	0.854130391	1.175758155	1.1929568197	0.0677970038	0.0312169166	0.0728684758	0.1284211091
AT1G21440	0.9564213323	0.9723154443	1.1916745147	1.3733129	0.0107709809	0.0293477374	0.0648194631	0.0639479563
AT1G21600	1.0501971627	0.9672292277	0.902456554	0.8487172207	0.0602043917	0.0157040786	0.11710279	0.047551479
AT1G21630	1.099351947	1.0717349507	1.1313385947	0.943158358	0.0258832909	0.0196739775	0.1022586671	0.035270268
AT1G21640	1.1221152483	1.14866402	1.210297132	1.1503005987	0.0435311553	0.0176395042	0.0029995308	0.0248831493
AT1G21650	1.4581850067	1.2854719527	1.363285015	1.2661356037	0.0440099356	0.1199108741	0.0337303681	0.106704737
AT1G21670	1.541304625	1.3404941363	1.739376972	1.7266795757	0.0261298576	0.0308016597	0.1597594969	0.2529884851
AT1G21680	0.7964916427	0.8970588647	1.627162584	1.7966450517	0.0136907609	0.0119634846	0.1260109421	0.3414096423
AT1G21690	0.660386284	0.7092762533	1.0585377897	0.680732525	0.0431494562	0.0487607744	0.4520219769	0.0425196256
AT1G21700	1.342628909	1.4888190107	1.185792082	0.8978552663	0.4308030536	0.1365414812	0.3521082418	0.1278512003
AT1G21720	1.0523399693	1.0326984633	1.0400626667	1.056895397	0.011438875	0.0121566835	0.0850259935	0.0491029846
AT1G21750	1.0285681377	1.004646035	1.34115645	1.3678628817	0.0208994665	0.030107828	0.0884982535	0.195621791
AT1G21810	1.3413277607	1.278852124	1.413703806	1.2659580917	0.1557318436	0.1547225944	0.194138028	0.156109975
AT1G21880	1.0498165803	0.9535488887	1.077578244	0.8358976363	0.0216155282	0.0248235179	0.1546690923	0.0758027524
AT1G22060	1.036061895	1.0368478413	1.044884376	0.9757679083	0.0087457499	0.0140166384	0.022049179	0.082904563
AT1G22300	1.0815987283	1.043329489	1.1079226497	1.065165258	0.0048037591	0.004482542	0.0558908179	0.0313161699
AT1G22330	1.667616174	1.5967689473	1.396394705	1.053688856	0.1905535192	0.017769291	0.029756925	0.1329615972
AT1G22360	1.4259687953	1.4870571217	1.3321885737	1.2447368123	0.099304932	0.1080293653	0.0644649056	0.0606455659
AT1G22410	1.3901288327	1.2968332137	1.2605400237	1.025843762	0.0266341956	0.0673257151	0.0197059689	0.0373570914
AT1G22430	1.6178827087	1.2913350837	1.0662587517	1.0482557377	0.0449286137	0.1119306349	0.0467351969	0.1117028714
AT1G22450	1.1153495613	1.203301281	1.3190900787	1.29904198	0.1361070493	0.0939070766	0.0754601615	0.0637461283
AT1G22520	1.1238525797	1.1356344647	1.254087954	1.1138419447	0.0459251749	0.0891128134	0.0948662656	0.1311339807
AT1G22530	1.3714737337	1.1600377007	0.8779351423	0.988312619	0.0413892599	0.0656597005	0.0885135549	0.0327936826
AT1G22610	1.290497559	1.0727544503	1.045161572	1.15280871	0.059644733	0.0559217402	0.0783622167	0.1052633574
AT1G22700	1.1992477223	1.1258505757	1.0929463203	1.0391026343	0.0158686757	0.0281430895	0.0139406031	0.0104987811
AT1G22710	1.084462138	1.0895018017	1.103686139	0.9788180303	0.009957062	0.0605653516	0.0446402768	0.0550556025
AT1G22730	0.8384980343	0.8449261693	1.1741463727	1.293061397	0.1048778445	0.0717036596	0.1123204176	0.0936574735
AT1G22740	0.98908846	0.7163658397	0.5652009497	0.5617626607	0.2501964884	0.0681351736	0.1723309382	0.049657512
AT1G22780	1.0217129763	0.9967447437	0.9484836113	0.9262325623	0.0459899938	0.0068219972	0.039284643	0.002440628
AT1G22800	1.0676909353	1.0271970803	0.9392039783	1.1517839707	0.0663372327	0.1243963668	0.0312111809	0.209188015
AT1G22870	0.9994340287	1.033151369	1.0459005567	1.0319627033	0.2881847861	0.1242946661	0.0643093585	0.0383007006
AT1G22920	0.9884065537	1.0112480917	1.1490118037	1.0106613707	0.1088443016	0.0539636542	0.052806954	0.040989975
AT1G22940	1.3174881197	1.3289696667	1.3378090903	1.085779194	0.2018166556	0.051565069	0.1126437622	0.0338878297
AT1G23130	0.6716380817	0.8776096323	1.3689320677	1.3263698163	0.0310253328	0.0102450154	0.1025110259	0.0957680156
AT1G23180	1.233382602	1.31177923	1.5202773823	1.4466184883	0.0347879219	0.0448903554	0.1298552439	0.201035452
AT1G23190	0.8047854263	0.8909334257	1.2596518723	1.449734169	0.0299224445	0.025434816	0.038615866	0.1550716858
AT1G23230	1.2390425117	1.264072507	1.2991325797	1.1155607947	0.065212757	0.117499741	0.1154087059	0.0915222036
AT1G23290	1.3607706973	1.32710983	1.3911713527	1.1706644267	0.1182164713	0.0823694195	0.1277315796	0.0721261077
